Ir_CNC_3,B2GPPLYP,279.1,0.000228467
Ir_CNC_3,B2GPPLYP,274.0,0.000114994
Ir_CNC_3,B2GPPLYP,263.9,0.534095915
Ir_CNC_3,B2GPPLYP,254.9,0.317620622
Ir_CNC_3,B2GPPLYP,279.1,0.046285434
Ir_CNC_3,B2GPPLYP,249.0,0.339320597
Ir_CNC_3,B2GPPLYP,261.0,0.027336268
Ir_CNC_3,B2GPPLYP,260.6,0.045655091
Ir_CNC_3,B2GPPLYP,266.8,0.194718164
Ir_CNC_3,B2GPPLYP,254.3,0.007443474
Ir_CNC_3,B2GPPLYP,252.8,0.024358074
Ir_CNC_3,B2GPPLYP,269.5,0.016137656
Ir_CNC_3,B2GPPLYP,240.4,0.004567429
Ir_CNC_3,B2GPPLYP,257.1,0.012934676
Ir_CNC_3,B2GPPLYP,238.7,0.01126503
Ir_CNC_3,B2GPPLYP,257.3,0.002348739
Ir_CNC_3,B2GPPLYP,270.3,0.026635001
Ir_CNC_3,B2GPPLYP,232.8,0.011612567
Ir_CNC_3,B2GPPLYP,253.7,0.186399922
Ir_CNC_3,B2GPPLYP,244.4,0.076057885
Ir_CNC_3,B2GPPLYP,241.2,0.03357953
Ir_CNC_3,B2GPPLYP,231.7,0.002012338
Ir_CNC_3,B2GPPLYP,233.7,0.02798353
Ir_CNC_3,B2GPPLYP,230.0,0.07807115
Ir_CNC_3,B2GPPLYP,237.9,0.169840083
Ir_CNC_3,B2GPPLYP,239.0,0.055599282
Ir_CNC_3,B2GPPLYP,237.3,0.04889308
Ir_CNC_3,B2GPPLYP,240.9,0.024016629
Ir_CNC_3,B2GPPLYP,240.7,0.057714021
Ir_CNC_3,B2GPPLYP,230.1,0.117233199
Ir_CNC_3,B2GPPLYP,245.8,0.006785642
Ir_CNC_3,B2GPPLYP,227.2,0.358837062
Ir_CNC_3,B2GPPLYP,230.8,0.111856288
Ir_CNC_3,B2GPPLYP,234.2,0.003937923
Ir_CNC_3,B2GPPLYP,215.1,0.100585747
Ir_CNC_3,B2GPPLYP,214.0,0.229338467
Ir_CNC_3,B2GPPLYP,221.4,1.154493195
Ir_CNC_3,B2GPPLYP,202.9,0.347071397
Ir_CNC_3,B2GPPLYP,202.1,0.578212386
Ir_CNC_3,B2GPPLYP,214.5,0.373981295
Ir_CNC_3,B2PLYP,285.3,0.00049093
Ir_CNC_3,B2PLYP,280.0,0.000700381
Ir_CNC_3,B2PLYP,311.1,0.385061188
Ir_CNC_3,B2PLYP,309.2,0.178355705
Ir_CNC_3,B2PLYP,258.1,0.035155437
Ir_CNC_3,B2PLYP,291.3,0.398577245
Ir_CNC_3,B2PLYP,272.3,0.304463695
Ir_CNC_3,B2PLYP,272.7,0.061011228
Ir_CNC_3,B2PLYP,265.7,0.017190734
Ir_CNC_3,B2PLYP,276.9,0.021681198
Ir_CNC_3,B2PLYP,277.4,0.060022542
Ir_CNC_3,B2PLYP,268.6,0.023421542
Ir_CNC_3,B2PLYP,284.0,0.002045205
Ir_CNC_3,B2PLYP,287.8,0.003770496
Ir_CNC_3,B2PLYP,271.1,0.000442861
Ir_CNC_3,B2PLYP,266.7,0.062150365
Ir_CNC_3,B2PLYP,256.4,0.035198257
Ir_CNC_3,B2PLYP,267.8,0.060131806
Ir_CNC_3,B2PLYP,253.0,0.00946817
Ir_CNC_3,B2PLYP,251.7,0.003996821
Ir_CNC_3,B2PLYP,255.7,0.003514482
Ir_CNC_3,B2PLYP,259.0,0.009455336
Ir_CNC_3,B2PLYP,255.1,0.004511228
Ir_CNC_3,B2PLYP,262.7,0.00334784
Ir_CNC_3,B2PLYP,260.5,0.039225241
Ir_CNC_3,B2PLYP,259.2,0.007248764
Ir_CNC_3,B2PLYP,267.9,0.006979883
Ir_CNC_3,B2PLYP,258.2,0.013391093
Ir_CNC_3,B2PLYP,264.5,0.03790958
Ir_CNC_3,B2PLYP,246.6,0.013844628
Ir_CNC_3,B2PLYP,242.0,0.016537889
Ir_CNC_3,B2PLYP,232.9,0.029827598
Ir_CNC_3,B2PLYP,248.0,0.002268847
Ir_CNC_3,B2PLYP,235.5,0.15843076
Ir_CNC_3,B2PLYP,241.3,0.104529261
Ir_CNC_3,B2PLYP,229.3,0.290947671
Ir_CNC_3,B2PLYP,228.4,0.169360792
Ir_CNC_3,B2PLYP,233.3,0.07312506
Ir_CNC_3,B2PLYP,232.0,0.083890721
Ir_CNC_3,B2PLYP,238.9,0.005509005
Ir_CNC_3,B3LYP-D3,352.5,0.0342
